corridor,facility,tmc_code,date_local,road_order,lanes,capacity_speed_mph,capacity_vph_link,observed_15min_bins,threshold_multiplier,threshold_speed_mph,episode_identified,duration_h,demand_veh_link,d_over_c_h,episode_start_minute,episode_end_minute,minimum_speed_mph,minimum_speed_minute,touches_data_start,touches_data_end
I-95 HOV NB,HOV,110+04658,2025-10-01,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-02,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-03,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-06,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-07,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-08,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-09,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-10,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-13,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-14,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-15,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-16,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-17,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-20,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-21,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-22,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-23,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-24,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-27,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-28,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-29,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-30,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04658,2025-10-31,1.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-01,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-02,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-03,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-06,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-07,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-08,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-09,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-10,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-13,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-14,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-15,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-16,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-17,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-20,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-21,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-22,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-23,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-24,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-27,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-28,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-29,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-30,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04660,2025-10-31,4.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-01,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-02,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-03,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-06,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-07,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-08,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-09,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-10,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-13,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-14,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-15,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-16,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-17,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-20,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-21,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-22,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-23,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-24,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-27,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-28,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-29,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-30,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04661,2025-10-31,5.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-01,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-02,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-03,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-06,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-07,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-08,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-09,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-10,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-13,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-14,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-15,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-16,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-17,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-20,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-21,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-22,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-23,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-24,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-27,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-28,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-29,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-30,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04661,2025-10-31,6.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-01,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-02,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-03,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-06,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-07,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-08,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-09,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-10,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-13,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-14,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-15,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-16,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-17,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-20,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-21,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-22,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-23,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-24,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-27,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-28,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-29,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-30,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04662,2025-10-31,7.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-01,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-02,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-03,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-06,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-07,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-08,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-09,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-10,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-13,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-14,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-15,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-16,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-17,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-20,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-21,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-22,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-23,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-24,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-27,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-28,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-29,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-30,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04662,2025-10-31,8.0,2,45.96194077712559,3600.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-01,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-02,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-03,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-06,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-07,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-08,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-09,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-10,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-13,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-14,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-15,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-16,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-17,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-20,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-21,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-22,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-23,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-24,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-27,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-28,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-29,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-30,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110P04665,2025-10-31,13.1,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-01,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-02,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-03,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-06,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-07,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-08,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-09,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-10,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-13,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
I-95 HOV NB,HOV,110+04666,2025-10-14,14.0,3,45.96194077712559,5400.0,96,0.9,41.36574669941303,False,0.0,0.0,0.0,,,,,False,False
